Year,Month,Length,LengthType,Sex,Special,MPA,Fishery Dependent
2007,August,31,cm,-999,-999,1,0
2007,August,32,cm,-999,-999,1,0
2007,August,37,cm,-999,-999,1,0
2007,August,34,cm,-999,-999,1,0
2007,August,34,cm,-999,-999,1,0
2007,August,32,cm,-999,-999,1,0
2007,August,31,cm,-999,-999,1,0
2007,August,33,cm,-999,-999,1,0
2007,August,31,cm,-999,-999,1,0
2007,August,36,cm,-999,-999,1,0
2007,August,34,cm,-999,-999,1,0
2007,August,34,cm,-999,-999,1,0
2007,August,22,cm,-999,-999,1,0
2007,August,33,cm,-999,-999,1,0
2007,August,35,cm,-999,-999,1,0
2007,August,35,cm,-999,-999,1,0
2007,August,27,cm,-999,-999,1,0
2007,August,35,cm,-999,-999,1,0
2007,August,34,cm,-999,-999,1,0
2007,August,32,cm,-999,-999,1,0
2007,August,34,cm,-999,-999,1,0
2007,August,30,cm,-999,-999,1,0
2007,August,36,cm,-999,-999,1,0
2007,August,36,cm,-999,-999,1,0
2007,August,35,cm,-999,-999,1,0
2007,August,36,cm,-999,-999,1,0
2007,September,35,cm,-999,-999,1,0
2007,September,31,cm,-999,-999,1,0
2007,September,32,cm,-999,-999,1,0
2007,September,35,cm,-999,-999,1,0
2007,September,35,cm,-999,-999,1,0
2007,September,30,cm,-999,-999,1,0
2007,September,32,cm,-999,-999,1,0
2007,September,35,cm,-999,-999,1,0
2007,September,37,cm,-999,-999,1,0
2007,September,33,cm,-999,-999,1,0
2007,September,31,cm,-999,-999,1,0
2007,September,33,cm,-999,-999,1,0
2007,September,27,cm,-999,-999,1,0
2007,September,33,cm,-999,-999,1,0
2007,September,29,cm,-999,-999,1,0
2007,September,24,cm,-999,-999,1,0
2007,August,23,cm,-999,-999,1,0
2007,August,32,cm,-999,-999,1,0
2007,August,28,cm,-999,-999,1,0
2007,August,28,cm,-999,-999,1,0
2007,August,35,cm,-999,-999,1,0
2007,September,34,cm,-999,-999,1,0
2007,August,27,cm,-999,-999,1,0
2007,August,31,cm,-999,-999,1,0
2007,October,27,cm,-999,-999,1,0
2007,October,30,cm,-999,-999,1,0
2007,October,28,cm,-999,-999,1,0
2007,October,31,cm,-999,-999,1,0
2007,October,21,cm,-999,-999,1,0
2007,October,35,cm,-999,-999,1,0
2007,October,34,cm,-999,-999,1,0
2007,October,37,cm,-999,-999,1,0
2007,October,29,cm,-999,-999,1,0
2007,October,36,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,August,31,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,33,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,34,cm,-999,-999,0,0
2007,August,24,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,18,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,33,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,23,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,33,cm,-999,-999,0,0
2007,August,26,cm,-999,-999,0,0
2007,August,25,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,26,cm,-999,-999,1,0
2007,August,28,cm,-999,-999,1,0
2007,August,36,cm,-999,-999,1,0
2007,August,28,cm,-999,-999,1,0
2007,August,36,cm,-999,-999,1,0
2007,August,30,cm,-999,-999,1,0
2007,August,32,cm,-999,-999,1,0
2007,August,30,cm,-999,-999,1,0
2007,August,21,cm,-999,-999,1,0
2007,August,28,cm,-999,-999,1,0
2007,August,28,cm,-999,-999,1,0
2007,September,33,cm,-999,-999,1,0
2007,September,31,cm,-999,-999,1,0
2007,September,29,cm,-999,-999,1,0
2007,September,34,cm,-999,-999,1,0
2007,September,34,cm,-999,-999,1,0
2007,September,30,cm,-999,-999,1,0
2007,September,34,cm,-999,-999,1,0
2007,September,33,cm,-999,-999,1,0
2007,October,30,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,October,34,cm,-999,-999,1,0
2007,October,34,cm,-999,-999,1,0
2007,October,35,cm,-999,-999,1,0
2007,October,40,cm,-999,-999,1,0
2007,October,35,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,October,36,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,October,35,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,37,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,34,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,29,cm,-999,-999,1,0
2007,October,31,cm,-999,-999,1,0
2007,August,34,cm,-999,-999,1,0
2007,September,32,cm,-999,-999,1,0
2007,September,32,cm,-999,-999,1,0
2007,September,26,cm,-999,-999,1,0
2007,September,29,cm,-999,-999,1,0
2007,September,34,cm,-999,-999,1,0
2007,September,35,cm,-999,-999,1,0
2007,September,30,cm,-999,-999,1,0
2007,September,36,cm,-999,-999,1,0
2007,September,30,cm,-999,-999,1,0
2007,September,36,cm,-999,-999,1,0
2007,September,35,cm,-999,-999,1,0
2007,September,30,cm,-999,-999,1,0
2007,September,31,cm,-999,-999,1,0
2007,September,32,cm,-999,-999,1,0
2007,September,30,cm,-999,-999,1,0
2007,September,32,cm,-999,-999,1,0
2007,September,24,cm,-999,-999,1,0
2007,September,31,cm,-999,-999,1,0
2007,September,27,cm,-999,-999,1,0
2007,September,29,cm,-999,-999,1,0
2007,September,34,cm,-999,-999,1,0
2007,September,31,cm,-999,-999,1,0
2007,September,31,cm,-999,-999,1,0
2007,September,29,cm,-999,-999,1,0
2007,September,28,cm,-999,-999,1,0
2007,September,24,cm,-999,-999,1,0
2007,September,28,cm,-999,-999,1,0
2007,September,31,cm,-999,-999,1,0
2007,September,31,cm,-999,-999,1,0
2007,September,31,cm,-999,-999,1,0
2007,September,30,cm,-999,-999,1,0
2007,September,36,cm,-999,-999,1,0
2007,September,34,cm,-999,-999,1,0
2007,September,36,cm,-999,-999,1,0
2007,September,29,cm,-999,-999,1,0
2007,September,32,cm,-999,-999,1,0
2007,September,35,cm,-999,-999,1,0
2007,September,32,cm,-999,-999,1,0
2007,September,29,cm,-999,-999,1,0
2007,September,24,cm,-999,-999,1,0
2007,September,33,cm,-999,-999,1,0
2007,September,34,cm,-999,-999,1,0
2007,September,38,cm,-999,-999,1,0
2007,September,30,cm,-999,-999,1,0
2007,October,38,cm,-999,-999,1,0
2007,October,36,cm,-999,-999,1,0
2007,October,29,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,34,cm,-999,-999,1,0
2007,October,35,cm,-999,-999,1,0
2007,October,34,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,34,cm,-999,-999,1,0
2007,October,36,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,October,29,cm,-999,-999,1,0
2007,October,37,cm,-999,-999,1,0
2007,October,30,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,31,cm,-999,-999,1,0
2007,October,37,cm,-999,-999,1,0
2007,October,28,cm,-999,-999,1,0
2007,October,28,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,October,28,cm,-999,-999,1,0
2007,October,34,cm,-999,-999,1,0
2007,August,32,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,34,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,34,cm,-999,-999,0,0
2007,August,24,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,24,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,24,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,36,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,September,33,cm,-999,-999,0,0
2007,September,33,cm,-999,-999,0,0
2007,September,26,cm,-999,-999,0,0
2007,September,28,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,36,cm,-999,-999,0,0
2007,September,31,cm,-999,-999,0,0
2007,September,29,cm,-999,-999,0,0
2007,September,35,cm,-999,-999,0,0
2007,September,35,cm,-999,-999,0,0
2007,September,38,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,26,cm,-999,-999,0,0
2007,September,29,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,September,33,cm,-999,-999,0,0
2007,September,28,cm,-999,-999,0,0
2007,September,31,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,27,cm,-999,-999,0,0
2007,September,29,cm,-999,-999,0,0
2007,September,22,cm,-999,-999,0,0
2007,September,34,cm,-999,-999,0,0
2007,September,29,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,September,36,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,37,cm,-999,-999,0,0
2007,September,28,cm,-999,-999,0,0
2007,September,23,cm,-999,-999,0,0
2007,September,29,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,28,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,September,28,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,October,28,cm,-999,-999,0,0
2007,October,34,cm,-999,-999,0,0
2007,October,32,cm,-999,-999,0,0
2007,October,33,cm,-999,-999,0,0
2007,October,28,cm,-999,-999,0,0
2007,October,28,cm,-999,-999,0,0
2007,October,34,cm,-999,-999,0,0
2007,October,29,cm,-999,-999,0,0
2007,October,34,cm,-999,-999,0,0
2007,October,36,cm,-999,-999,0,0
2007,October,32,cm,-999,-999,0,0
2007,October,30,cm,-999,-999,0,0
2007,October,32,cm,-999,-999,0,0
2007,October,33,cm,-999,-999,0,0
2007,October,32,cm,-999,-999,0,0
2007,October,32,cm,-999,-999,0,0
2007,October,34,cm,-999,-999,0,0
2007,October,32,cm,-999,-999,0,0
2007,October,32,cm,-999,-999,0,0
2007,October,36,cm,-999,-999,0,0
2007,October,34,cm,-999,-999,0,0
2007,October,34,cm,-999,-999,0,0
2007,October,33,cm,-999,-999,0,0
2007,October,31,cm,-999,-999,0,0
2007,October,34,cm,-999,-999,0,0
2007,October,32,cm,-999,-999,0,0
2007,October,28,cm,-999,-999,0,0
2007,October,30,cm,-999,-999,0,0
2007,October,28,cm,-999,-999,0,0
2007,October,32,cm,-999,-999,0,0
2007,October,36,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,1,0
2007,August,35,cm,-999,-999,1,0
2007,August,35,cm,-999,-999,1,0
2007,August,30,cm,-999,-999,1,0
2007,August,32,cm,-999,-999,1,0
2007,August,34,cm,-999,-999,1,0
2007,August,32,cm,-999,-999,1,0
2007,October,35,cm,-999,-999,1,0
2007,October,30,cm,-999,-999,1,0
2007,October,35,cm,-999,-999,1,0
2007,October,37,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,31,cm,-999,-999,1,0
2007,October,36,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,October,32,cm,-999,-999,1,0
2007,October,35,cm,-999,-999,1,0
2007,October,35,cm,-999,-999,1,0
2007,October,29,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,October,30,cm,-999,-999,1,0
2007,October,33,cm,-999,-999,1,0
2007,October,29,cm,-999,-999,1,0
2007,August,33,cm,-999,-999,0,0
2007,August,25,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,25,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,36,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,36,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,22,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,33,cm,-999,-999,0,0
2007,August,34,cm,-999,-999,0,0
2007,August,33,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,33,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,24,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,24,cm,-999,-999,0,0
2007,August,36,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,33,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,33,cm,-999,-999,0,0
2007,August,34,cm,-999,-999,0,0
2007,August,25,cm,-999,-999,0,0
2007,August,35,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,28,cm,-999,-999,0,0
2007,August,34,cm,-999,-999,0,0
2007,August,20,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,26,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,31,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,30,cm,-999,-999,0,0
2007,August,25,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,27,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,32,cm,-999,-999,0,0
2007,August,29,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,36,cm,-999,-999,0,0
2007,September,31,cm,-999,-999,0,0
2007,September,33,cm,-999,-999,0,0
2007,September,24,cm,-999,-999,0,0
2007,September,31,cm,-999,-999,0,0
2007,September,29,cm,-999,-999,0,0
2007,September,27,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,27,cm,-999,-999,0,0
2007,September,29,cm,-999,-999,0,0
2007,September,28,cm,-999,-999,0,0
2007,September,29,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,September,26,cm,-999,-999,0,0
2007,September,24,cm,-999,-999,0,0
2007,September,31,cm,-999,-999,0,0
2007,September,29,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,33,cm,-999,-999,0,0
2007,September,30,cm,-999,-999,0,0
2007,September,33,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,31,cm,-999,-999,0,0
2007,September,34,cm,-999,-999,0,0
2007,September,24,cm,-999,-999,0,0
2007,September,32,cm,-999,-999,0,0
2007,September,27,cm,-999,-999,0,0
2007,September,23,cm,-999,-999,0,0
2007,October,28,cm,-999,-999,0,0
2007,October,31,cm,-999,-999,0,0
2007,October,31,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,1,0
2009,July,36,cm,-999,-999,1,0
2009,July,33,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,37,cm,-999,-999,1,0
2009,July,36,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,1,0
2009,July,37,cm,-999,-999,1,0
2009,July,36,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,1,0
2009,July,36,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,34,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,38,cm,-999,-999,1,0
2009,July,36,cm,-999,-999,1,0
2009,July,36,cm,-999,-999,1,0
2009,July,34,cm,-999,-999,1,0
2009,July,33,cm,-999,-999,1,0
2009,July,33,cm,-999,-999,1,0
2009,July,28,cm,-999,-999,0,0
2009,July,29,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,1,0
2009,July,36,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,34,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,1,0
2009,July,31,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,38,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,23,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,41,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,30,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,30,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,30,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,1,0
2009,July,37,cm,-999,-999,1,0
2009,July,34,cm,-999,-999,1,0
2009,July,33,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,1,0
2009,July,31,cm,-999,-999,1,0
2009,July,31,cm,-999,-999,1,0
2009,July,33,cm,-999,-999,1,0
2009,July,37,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,33,cm,-999,-999,1,0
2009,July,34,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,37,cm,-999,-999,1,0
2009,July,34,cm,-999,-999,1,0
2009,July,34,cm,-999,-999,1,0
2009,July,36,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,1,0
2009,July,26,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,32,cm,-999,-999,1,0
2009,July,35,cm,-999,-999,1,0
2009,July,24,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,37,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,25,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,26,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,28,cm,-999,-999,0,0
2009,July,39,cm,-999,-999,0,0
2009,July,24,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,26,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,29,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,38,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,26,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,25,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,37,cm,-999,-999,0,0
2009,July,38,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,40,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,38,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,26,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,26,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,16,cm,-999,-999,0,0
2009,July,24,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,37,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,23,cm,-999,-999,0,0
2009,July,24,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,24,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,38,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,24,cm,-999,-999,0,0
2009,July,17,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,37,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,28,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,,cm,-999,-999,0,0
2009,July,37,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,37,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,36,cm,-999,-999,0,0
2009,July,34,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,38,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,35,cm,-999,-999,0,0
2009,July,33,cm,-999,-999,0,0
2009,July,26,cm,-999,-999,0,0
2009,July,31,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,July,32,cm,-999,-999,0,0
2009,August,36,cm,-999,-999,0,0
2009,August,34,cm,-999,-999,0,0
2009,August,36,cm,-999,-999,0,0
2009,August,33,cm,-999,-999,0,0
2009,August,31,cm,-999,-999,0,0
2009,August,35,cm,-999,-999,0,0
2009,August,34,cm,-999,-999,0,0
2009,August,34,cm,-999,-999,0,0
2009,August,39,cm,-999,-999,0,0
2009,August,39,cm,-999,-999,0,0
2009,August,27,cm,-999,-999,0,0
2009,August,35,cm,-999,-999,0,0
2009,August,25,cm,-999,-999,0,0
2009,August,36,cm,-999,-999,0,0
2009,August,25,cm,-999,-999,0,0
2009,August,32,cm,-999,-999,0,0
2009,August,35,cm,-999,-999,0,0
2009,August,34,cm,-999,-999,0,0
