Sample_id,Point,Side,Fieldcode,Size_est,Actual_cnt,Juv,Rec,
CTIG5R0812,5,B,Zanclus cornutus,10,1,FALSE,FC,
CTIG5R0812,5,B,Chaetodon kleinii,6,2,FALSE,FC,
CTIG5R0812,5,B,Chaetodon kleinii,10,1,FALSE,FC,
CTIG5R0812,5,B,Chlorurus bowersi,20,1,FALSE,FC,
CTIG5R0812,5,B,Halichoeres melanurus,11,1,FALSE,FC,
CTIG5R0812,5,B,Lutjanus vitta,12,50,FALSE,FC,
CTIG5R0812,5,B,Scolopsis ciliatus,9,1,FALSE,FC,
CTIG5R0812,5,B,Chaetodon speculum,6,2,FALSE,FC,
CTIG5R0812,5,B,Ctenochaetus striatus,7,1,FALSE,FC,
CTIG5R0812,0,B,Thalassoma lunare,3,1,TRUE,FC,
CTIG5R0812,0,B,Scarus globiceps,4,1,TRUE,FC,
CTIG5R0812,0,B,Scarus globiceps,6,2,TRUE,FC,
CTIG5R0812,0,B,Chlorurus sordidus,6,1,TRUE,FC,
CTIG5R0812,5,B,Halichoeres melanurus,4,3,TRUE,FC,
CTIG5R0812,5,B,Halichoeres melanurus,3,2,TRUE,FC,
CTIG5R0812,5,B,Scarus globiceps,3,1,TRUE,FC,
CTIG5R0812,5,B,Chaetodon kleinii,4,2,TRUE,FC,
CTIG5R0812,5,B,Amphiprion ocellaris,2,1,TRUE,FC,
CTIG5R0812,10,B,Halichoeres melanurus,4,1,TRUE,FC,
CTIG5R0812,15,B,Halichoeres melanurus,4,6,TRUE,FC,
CTIG5R0812,15,B,Halichoeres melanurus,3,2,TRUE,FC,
CTIG5R0812,20,B,Chaetodon kleinii,4,2,TRUE,FC,
CTIG5R0812,20,B,Halichoeres melanurus,3,2,TRUE,FC,
CTIG5R0812,25,B,Halichoeres melanurus,3,1,TRUE,FC,
CTIG5R0812,30,B,Halichoeres melanurus,3,1,TRUE,FC,
CTIG5R0812,30,B,Halichoeres melanurus,2,1,TRUE,FC,
CTIG5R0812,35,B,Scolopsis bilineatus,4,1,TRUE,FC,
CTIG5R0812,35,B,Halichoeres melanurus,3,1,TRUE,FC,
CTIG6R0812,0,B,Lutjanus vitta,11,100,FALSE,FC,
CTIG6R0812,0,B,Chaetodon kleinii,9,4,FALSE,FC,
CTIG6R0812,0,B,Chaetodon kleinii,3,5,FALSE,FC,
CTIG6R0812,0,B,Chaetodon kleinii,5,4,FALSE,FC,
CTIG6R0812,0,B,Caesio teres,12,20,FALSE,FC,
CTIG6R0812,0,B,Pomacentrus adelus,7,5,FALSE,FC,
CTIG6R0812,0,B,Pomacentrus adelus,5,15,FALSE,FC,
CTIG6R0812,0,B,Scolopsis temporalis,12,2,FALSE,FC,
CTIG6R0812,0,B,Zanclus cornutus,11,1,FALSE,FC,
CTIG6R0812,0,B,Caesio caerulaurea,12,1,FALSE,FC,
CTIG6R0812,0,B,Diagramma pictum,12,1,FALSE,FC,
CTIG6R0812,0,B,Labroides dimidiatus,6,2,FALSE,FC,
CTIG6R0812,0,B,Labroides dimidiatus,3,1,FALSE,FC,
CTIG6R0812,0,B,Plectorhinchus vittatus,11,1,FALSE,FC,
CTIG6R0812,5,B,Pomacentrus adelus,7,5,FALSE,FC,
CTIG6R0812,5,B,Pomacentrus adelus,5,3,FALSE,FC,
CTIG6R0812,5,B,Canthigaster amboinensis,7,1,FALSE,FC,
CTIG6R0812,5,B,Plectorhinchus vittatus,12,1,FALSE,FC,
CTIG6R0812,5,B,Diagramma pictum,12,1,FALSE,FC,
CTIG6R0812,5,B,Diagramma pictum,10,1,FALSE,FC,
CTIG6R0812,5,B,Halichoeres marginatus,10,1,FALSE,FC,
CTIG6R0812,5,B,Siganus spinus,8,15,FALSE,FC,
CTIG6R0812,10,B,Labroides dimidiatus,7,1,FALSE,FC,
CTIG6R0812,10,B,Zanclus cornutus,10,1,FALSE,FC,
CTIG6R0812,10,B,Diagramma pictum,13,2,FALSE,FC,
CTIG6R0812,10,B,Diagramma pictum,12,2,FALSE,FC,
CTIG6R0812,10,B,Diagramma pictum,11,1,FALSE,FC,
CTIG6R0812,10,B,Chaetodon kleinii,9,1,FALSE,FC,
CTIG6R0812,10,B,Caesio teres,12,5,FALSE,FC,
CTIG6R0812,10,B,Caesio teres,11,3,FALSE,FC,
CTIG6R0812,10,B,Scolopsis temporalis,11,1,FALSE,FC,
CTIG6R0812,15,B,Upeneus tragula,12,1,FALSE,FC,
CTIG6R0812,15,B,Zanclus cornutus,11,2,FALSE,FC,
CTIG6R0812,15,B,Zanclus cornutus,10,1,FALSE,FC,
CTIG6R0812,15,B,Zanclus cornutus,12,1,FALSE,FC,
CTIG6R0812,15,B,Ctenochaetus striatus,11,1,FALSE,FC,
CTIG6R0812,15,B,Scolopsis temporalis,12,1,FALSE,FC,
CTIG6R0812,15,B,Arothron manilensis,12,1,FALSE,FC,
CTIG6R0812,15,B,Siganus virgatus,7,2,FALSE,FC,
CTIG6R0812,15,B,Neopomacentrus nemurus,6,5,FALSE,FC,
CTIG6R0812,15,B,Neopomacentrus nemurus,5,10,FALSE,FC,
CTIG6R0812,15,B,Abudefduf sexfasciatus,11,1,FALSE,FC,
CTIG6R0812,15,B,Caesio caerulaurea,12,15,FALSE,FC,
CTIG6R0812,15,B,Pomacentrus adelus,6,2,FALSE,FC,
CTIG6R0812,15,B,Pomacentrus adelus,4,5,FALSE,FC,
CTIG6R0812,15,B,Pomacentrus adelus,7,1,FALSE,FC,
CTIG6R0812,15,B,Halichoeres marginatus,9,1,FALSE,FC,
CTIG6R0812,20,B,Chaetodon kleinii,7,2,FALSE,FC,
CTIG6R0812,20,B,Chaetodon kleinii,6,6,FALSE,FC,
CTIG6R0812,20,B,Pomacentrus adelus,5,2,FALSE,FC,
CTIG6R0812,20,B,Pomacentrus adelus,4,3,FALSE,FC,
CTIG6R0812,20,B,Scolopsis temporalis,12,1,FALSE,FC,
CTIG6R0812,20,B,Labroides dimidiatus,7,1,FALSE,FC,
CTIG6R0812,20,B,Neopomacentrus nemurus,5,3,FALSE,FC,
CTIG6R0812,25,B,Centropyge vroliki,7,1,FALSE,FC,
CTIG6R0812,25,B,Diagramma pictum,13,1,FALSE,FC,
CTIG6R0812,25,B,Diagramma pictum,12,2,FALSE,FC,
CTIG6R0812,25,B,Scolopsis ciliatus,10,1,FALSE,FC,
CTIG6R0812,25,B,Pomacentrus adelus,6,5,FALSE,FC,
CTIG6R0812,25,B,Pomacentrus adelus,4,5,FALSE,FC,
CTIG6R0812,25,B,Chaetodon kleinii,7,3,FALSE,FC,
CTIG6R0812,25,B,Chaetodon kleinii,5,4,FALSE,FC,
CTIG6R0812,25,B,Caesio caerulaurea,12,5,FALSE,FC,
CTIG6R0812,30,B,Halichoeres marginatus,12,1,FALSE,FC,
CTIG6R0812,30,B,Halichoeres marginatus,11,1,FALSE,FC,
CTIG6R0812,30,B,Centropyge vroliki,4,1,FALSE,FC,
CTIG6R0812,30,B,Pomacentrus adelus,4,5,FALSE,FC,
CTIG6R0812,30,B,Pomacentrus adelus,3,1,FALSE,FC,
CTIG6R0812,30,B,Pomacentrus adelus,6,1,FALSE,FC,
CTIG6R0812,30,B,Plectorhinchus vittatus,8,1,FALSE,FC,
CTIG6R0812,30,B,Chaetodon kleinii,5,1,FALSE,FC,
CTIG6R0812,30,B,Chaetodon kleinii,9,2,FALSE,FC,
CTIG6R0812,30,B,Caesio caerulaurea,12,10,FALSE,FC,
CTIG6R0812,30,B,Diagramma pictum,12,1,FALSE,FC,
CTIG6R0812,35,B,Chaetodon kleinii,5,3,FALSE,FC,
CTIG6R0812,35,B,Zanclus cornutus,11,1,FALSE,FC,
CTIG6R0812,35,B,Diagramma pictum,15,1,FALSE,FC,
CTIG6R0812,35,B,Ctenochaetus striatus,9,1,FALSE,FC,
CTIG6R0812,35,B,Halichoeres marginatus,10,2,FALSE,FC,
CTIG6R0812,35,B,Apogon fraenatus,4,7,FALSE,FC,
CTIG6R0812,35,B,Lutjanus quinquelineatus,6,100,FALSE,FC,
CTIG6R0812,35,B,Lutjanus ehrenbergii,7,15,FALSE,FC,
CTIG6R0812,35,B,Lutjanus ehrenbergii,6,10,FALSE,FC,
CTIG6R0812,35,B,Canthigaster amboinensis,5,1,FALSE,FC,
CTIG6R0812,35,B,Acanthurus grammoptilus,10,1,FALSE,FC,
CTIG6R0812,35,B,Caesio caerulaurea,9,2,FALSE,FC,
CTIG6R0812,35,B,Centropyge vroliki,8,1,FALSE,FC,
CTIG6R0812,35,B,Neopomacentrus nemurus,5,5,FALSE,FC,
CTIG6R0812,35,B,Neopomacentrus violascens,4,5,FALSE,FC,
CTIG6R0812,40,B,Chaetodon kleinii,10,2,FALSE,FC,
CTIG6R0812,40,B,Chaetodon kleinii,6,2,FALSE,FC,
CTIG6R0812,40,B,Chaetodon kleinii,4,2,FALSE,FC,
CTIG6R0812,40,B,Neopomacentrus nemurus,4,5,FALSE,FC,
CTIG6R0812,40,B,Plectorhinchus vittatus,11,1,FALSE,FC,
CTIG6R0812,40,B,Archamia biguttata,8,5,FALSE,FC,
CTIG6R0812,40,B,Archamia biguttata,7,5,FALSE,FC,
CTIG6R0812,40,B,Siganus virgatus,7,2,FALSE,FC,
CTIG6R0812,40,B,Pomacentrus adelus,5,1,FALSE,FC,
CTIG6R0812,40,B,Pomacentrus adelus,4,1,FALSE,FC,
CTIG6R0812,40,B,Myripristis murdjan,8,2,FALSE,FC,
CTIG6R0812,40,B,Myripristis murdjan,7,1,FALSE,FC,
CTIG6R0812,40,B,Siganus spinus,6,1,FALSE,FC,
CTIG6R0812,40,B,Ctenochaetus striatus,9,1,FALSE,FC,
CTIG6R0812,40,B,Labroides dimidiatus,6,1,FALSE,FC,
CTIG6R0812,40,B,Apogon cyanosoma,7,1,FALSE,FC,
CTIG6R0812,40,B,Apogon sp.,5,50,FALSE,FC,
CTIG6R0812,45,B,Halichoeres marginatus,9,1,FALSE,FC,
CTIG6R0812,45,B,Halichoeres marginatus,8,1,FALSE,FC,
CTIG6R0812,45,B,Chaetodon kleinii,7,2,FALSE,FC,
CTIG6R0812,45,B,Caesio caerulaurea,12,30,FALSE,FC,
CTIG6R0812,45,B,Scolopsis temporalis,12,1,FALSE,FC,
CTIG6R0812,45,B,Pomacentrus adelus,6,2,FALSE,FC,
CTIG6R0812,45,B,Pomacentrus adelus,4,4,FALSE,FC,
CTIG6R0812,45,B,Pomacentrus lepidogenys,5,1,FALSE,FC,
CTIG6R0812,45,B,Ctenochaetus striatus,12,2,FALSE,FC,
CTIG6R0812,45,B,Cephalopholis urodeta,12,1,FALSE,FC,
CTIG6R0812,45,B,Halichoeres melanurus,8,1,FALSE,FC,
CTIG6R0812,45,B,Apogon sp.,6,3,FALSE,FC,
CTIG6R0812,45,B,Apogon sp.,4,20,FALSE,FC,
CCAR1R0812,50,B,Halichoeres melanurus,7,1,FALSE,FC,
CCAR1R0812,50,B,Dischistodus chrysopoecilus,4,2,FALSE,FC,
CCAR1R0812,50,B,Dischistodus chrysopoecilus,3,1,FALSE,FC,
CCAR1R0812,50,B,Dischistodus chrysopoecilus,5,5,FALSE,FC,
CCAR1R0812,50,B,Chrysiptera rollandi,4,3,FALSE,FC,
CCAR1R0812,50,B,Pomacentrus coelestis,4,6,FALSE,FC,
CCAR1R0812,50,B,Chaetodon octofasciatus,5,2,FALSE,FC,
CCAR1R0812,50,B,Chaetodon octofasciatus,4,2,FALSE,FC,
CCAR1R0812,50,B,Caesio teres,7,50,FALSE,FC,
CCAR1R0812,50,B,Amblyglyphidodon leucogaster,5,1,FALSE,FC,
CCAR1R0812,50,B,Cheilodipterus quinquelineatus,5,1,FALSE,FC,
CCAR1R0812,50,B,Neoglyphidodon nigroris,6,1,FALSE,FC,
CCAR1R0812,45,B,Halichoeres melanurus,6,1,FALSE,FC,
CCAR1R0812,45,B,Dischistodus chrysopoecilus,5,5,FALSE,FC,
CCAR1R0812,45,B,Hipposcarus longiceps,6,4,FALSE,FC,
CCAR1R0812,45,B,Hipposcarus longiceps,5,1,FALSE,FC,
CCAR1R0812,45,B,Hipposcarus longiceps,8,2,FALSE,FC,
CCAR1R0812,45,B,Chlorurus sordidus,4,1,FALSE,FC,
CCAR1R0812,45,B,Chaetodon octofasciatus,6,2,FALSE,FC,
CCAR1R0812,45,B,Chaetodon octofasciatus,4,2,FALSE,FC,
CCAR1R0812,45,B,Parapercis clathrata,14,1,FALSE,FC,
CCAR1R0812,45,B,Cirrhilabrus cyanopleura,4,5,FALSE,FC,
CCAR1R0812,45,B,Pomacentrus coelestis,4,2,FALSE,FC,
CCAR1R0812,45,B,Diproctacanthus xanthurus,6,1,FALSE,FC,
CCAR1R0812,40,B,Pomacentrus stigma,6,20,FALSE,FC,
CCAR1R0812,40,B,Pomacentrus coelestis,4,5,FALSE,FC,
CCAR1R0812,40,B,Pomacentrus coelestis,3,15,FALSE,FC,
CCAR1R0812,40,B,Hipposcarus longiceps,8,6,FALSE,FC,
CCAR1R0812,40,B,Hipposcarus longiceps,6,2,FALSE,FC,
CCAR1R0812,40,B,Dischistodus chrysopoecilus,6,5,FALSE,FC,
CCAR1R0812,40,B,Dischistodus chrysopoecilus,4,10,FALSE,FC,
CCAR1R0812,40,B,Halichoeres melanurus,9,1,FALSE,FC,
CCAR1R0812,40,B,Halichoeres melanurus,7,1,FALSE,FC,
CCAR1R0812,40,B,Macropharyngodon meleagris,11,1,FALSE,FC,
CCAR1R0812,40,B,Chaetodontoplus mesoleucus,11,1,FALSE,FC,
CCAR1R0812,40,B,Chaetodontoplus mesoleucus,8,1,FALSE,FC,
CCAR1R0812,40,B,Amblyglyphidodon leucogaster,10,2,FALSE,FC,
CCAR1R0812,40,B,Choerodon anchorago,12,1,FALSE,FC,
CCAR1R0812,40,B,Chaetodon octofasciatus,10,1,FALSE,FC,
CCAR1R0812,40,B,Chaetodon octofasciatus,8,3,FALSE,FC,
CCAR1R0812,40,B,Chaetodon octofasciatus,6,3,FALSE,FC,
CCAR1R0812,40,B,Cheilinus fasciatus,8,1,FALSE,FC,
CCAR1R0812,40,B,Neoglyphidodon nigroris,7,1,FALSE,FC,
CCAR1R0812,35,B,Chaetodontoplus mesoleucus,9,1,FALSE,FC,
CCAR1R0812,35,B,Chaetodontoplus mesoleucus,10,1,FALSE,FC,
CCAR1R0812,35,B,Dischistodus chrysopoecilus,6,2,FALSE,FC,
CCAR1R0812,35,B,Exyrias belissimus,11,1,FALSE,FC,
CCAR1R0812,35,B,Hipposcarus longiceps,8,3,FALSE,FC,
CCAR1R0812,35,B,Chlorurus sordidus,7,1,FALSE,FC,
CCAR1R0812,35,B,Chlorurus sordidus,9,1,FALSE,FC,
CCAR1R0812,35,B,Cephalopholis boenak,12,1,FALSE,FC,
CCAR1R0812,35,B,Cephalopholis boenak,8,1,FALSE,FC,
CCAR1R0812,35,B,Pomacentrus alexanderae,5,10,FALSE,FC,
CCAR1R0812,35,B,Pomacentrus alexanderae,4,5,FALSE,FC,
CCAR1R0812,35,B,Pomacentrus coelestis,4,5,FALSE,FC,
CCAR1R0812,35,B,Pomacentrus coelestis,3,10,FALSE,FC,
CCAR1R0812,35,B,Diproctacanthus xanthurus,6,2,FALSE,FC,
CCAR1R0812,30,B,Cheilodipterus quinquelineatus,6,40,FALSE,FC,
CCAR1R0812,30,B,Diproctacanthus xanthurus,6,2,FALSE,FC,
CCAR1R0812,30,B,Chaetodon octofasciatus,5,1,FALSE,FC,
CCAR1R0812,30,B,Chaetodon octofasciatus,3,1,FALSE,FC,
CCAR1R0812,30,B,Dischistodus chrysopoecilus,5,2,FALSE,FC,
CCAR1R0812,30,B,Dischistodus chrysopoecilus,4,4,FALSE,FC,
CCAR1R0812,30,B,Amblyglyphidodon leucogaster,7,1,FALSE,FC,
CCAR1R0812,30,B,Amblyglyphidodon leucogaster,6,2,FALSE,FC,
CCAR1R0812,30,B,Neoglyphidodon nigroris,6,2,FALSE,FC,
CCAR1R0812,30,B,Naso unicornis,30,1,FALSE,FC,
CCAR1R0812,30,B,Pomacentrus alexanderae,6,4,FALSE,FC,
CCAR1R0812,30,B,Pomacentrus alexanderae,4,2,FALSE,FC,
CCAR1R0812,30,B,Pomacentrus coelestis,4,10,FALSE,FC,
CCAR1R0812,30,B,Pomacentrus coelestis,2,10,FALSE,FC,
CCAR1R0812,30,B,Macropharyngodon meleagris,10,1,FALSE,FC,
CCAR1R0812,25,B,Chlorurus bowersi,25,1,FALSE,FC,
CCAR1R0812,25,B,Lutjanus decussatus,20,1,FALSE,FC,
CCAR1R0812,25,B,Heniochus varius,8,1,FALSE,FC,
CCAR1R0812,25,B,Neoglyphidodon nigroris,7,2,FALSE,FC,
CCAR1R0812,25,B,Neoglyphidodon nigroris,6,3,FALSE,FC,
CCAR1R0812,25,B,Plotosus lineatus,4,15,FALSE,FC,
CCAR1R0812,25,B,Variola louti,12,1,FALSE,FC,
CCAR1R0812,25,B,Amblyglyphidodon leucogaster,10,1,FALSE,FC,
CCAR1R0812,25,B,Plectorhinchus chaetodonoides,25,1,FALSE,FC,
CCAR1R0812,25,B,Chlorurus sordidus,8,1,FALSE,FC,
CCAR1R0812,25,B,Hipposcarus longiceps,9,2,FALSE,FC,
CCAR1R0812,25,B,Oxycheilinus digrammus,10,1,FALSE,FC,
CCAR1R0812,25,B,Chaetodon octofasciatus,8,3,FALSE,FC,
CCAR1R0812,25,B,Zanclus cornutus,9,1,FALSE,FC,
CCAR1R0812,25,B,Halichoeres melanurus,10,1,FALSE,FC,
CCAR1R0812,25,B,Scarus globiceps,10,1,FALSE,FC,
CCAR1R0812,25,B,Hemigymnus melapterus,11,1,FALSE,FC,
CCAR1R0812,20,B,Pomacentrus burroughi,9,1,FALSE,FC,
CCAR1R0812,20,B,Chrysiptera rollandi,4,5,FALSE,FC,
CCAR1R0812,20,B,Chaetodon octofasciatus,8,2,FALSE,FC,
CCAR1R0812,20,B,Hipposcarus longiceps,9,2,FALSE,FC,
CCAR1R0812,20,B,Scarus globiceps,11,1,FALSE,FC,
CCAR1R0812,20,B,Choerodon anchorago,18,1,FALSE,FC,
CCAR1R0812,20,B,Macropharyngodon meleagris,11,1,FALSE,FC,
CCAR1R0812,20,B,Halichoeres melanurus,6,3,FALSE,FC,
CCAR1R0812,20,B,Platax tiera,25,1,FALSE,FC,
CCAR1R0812,15,B,Neoglyphidodon nigroris,6,1,FALSE,FC,
CCAR1R0812,15,B,Cephalopholis microprion,11,1,FALSE,FC,
CCAR1R0812,15,B,Synodus variegatus,18,1,FALSE,FC,
CCAR1R0812,15,B,Pomacentrus alexanderae,6,30,FALSE,FC,
CCAR1R0812,15,B,Oxycheilinus digrammus,10,1,FALSE,FC,
CCAR1R0812,15,B,Labroides bicolor,11,2,FALSE,FC,
CCAR1R0812,15,B,Labroides dimidiatus,8,2,FALSE,FC,
CCAR1R0812,15,B,Pomacentrus moluccensis,4,2,FALSE,FC,
CCAR1R0812,15,B,Pomacentrus moluccensis,3,3,FALSE,FC,
CCAR1R0812,15,B,Labracinus cyclophthalmus,12,1,FALSE,FC,
CCAR1R0812,15,B,Aeoliscus strigatus,11,2,FALSE,FC,
CCAR1R0812,15,B,Chaetodon octofasciatus,8,3,FALSE,FC,
CCAR1R0812,10,B,Exyrias belissimus,13,1,FALSE,FC,
CCAR1R0812,10,B,Dischistodus chrysopoecilus,6,1,FALSE,FC,
CCAR1R0812,10,B,Neoglyphidodon nigroris,7,3,FALSE,FC,
CCAR1R0812,10,B,Oxycheilinus digrammus,9,1,FALSE,FC,
CCAR1R0812,10,B,Chaetodontoplus mesoleucus,9,1,FALSE,FC,
CCAR1R0812,10,B,Chlorurus sordidus,10,1,FALSE,FC,
CCAR1R0812,10,B,Chlorurus sordidus,12,1,FALSE,FC,
CCAR1R0812,10,B,Labrichthys unilineatus,9,2,FALSE,FC,
CCAR1R0812,10,B,Cephalopholis boenak,8,1,FALSE,FC,
CCAR1R0812,10,B,Halichoeres melanurus,9,1,FALSE,FC,
CCAR1R0812,10,B,Pomacentrus alexanderae,6,20,FALSE,FC,
CCAR1R0812,10,B,Lutjanus biguttatus,8,5,FALSE,FC,
CCAR1R0812,5,B,Cephalopholis boenak,12,1,FALSE,FC,
CCAR1R0812,5,B,Chaetodontoplus mesoleucus,10,1,FALSE,FC,
CCAR1R0812,5,B,Pomacentrus alexanderae,6,20,FALSE,FC,
CCAR1R0812,5,B,Chaetodon octofasciatus,8,3,FALSE,FC,
CCAR1R0812,5,B,Chaetodon octofasciatus,5,1,FALSE,FC,
CCAR1R0812,5,B,Neoglyphidodon nigroris,6,1,FALSE,FC,
CCAR1R0812,5,B,Amblyglyphidodon leucogaster,7,2,FALSE,FC,
CCAR1R0812,5,B,Amblyglyphidodon leucogaster,4,1,FALSE,FC,
CCAR1R0812,5,B,Cheilinus fasciatus,8,1,FALSE,FC,
CCAR1R0812,5,B,Cephalopholis cyanostigma,15,1,FALSE,FC,
CCAR1R0812,5,B,Dischistodus chrysopoecilus,5,2,FALSE,FC,
CCAR1R0812,5,B,Dischistodus chrysopoecilus,4,3,FALSE,FC,
CCAR1R0812,0,B,Cheilodipterus quinquelineatus,2,50,TRUE,FC,
CCAR1R0812,0,B,Cheilodipterus quinquelineatus,3,50,TRUE,FC,
CCAR1R0812,0,B,Halichoeres melanurus,3,1,TRUE,FC,
CCAR1R0812,5,B,Cheilodipterus quinquelineatus,2,50,TRUE,FC,
CCAR1R0812,5,B,Cheilodipterus quinquelineatus,3,100,TRUE,FC,
CCAR1R0812,5,B,Pomacentrus stigma,4,2,TRUE,FC,
CCAR1R0812,5,B,Oxycheilinus digrammus,6,1,TRUE,FC,
CCAR1R0812,10,B,Cheilodipterus quinquelineatus,3,20,TRUE,FC,
CCAR1R0812,10,B,Neoglyphidodon nigroris,5,1,TRUE,FC,
CCAR1R0812,10,B,Pomacentrus coelestis,3,2,TRUE,FC,
CCAR1R0812,10,B,Amblyglyphidodon leucogaster,4,1,TRUE,FC,
CCAR1R0812,10,B,Chaetodon octofasciatus,4,1,TRUE,FC,
CCAR1R0812,15,B,Chaetodon octofasciatus,4,1,TRUE,FC,
CCAR1R0812,15,B,Oxycheilinus digrammus,7,1,TRUE,FC,
CCAR1R0812,20,B,Chaetodon octofasciatus,4,2,TRUE,FC,
CCAR1R0812,20,B,Chrysiptera rollandi,2,1,TRUE,FC,
CCAR1R0812,20,B,Chrysiptera rollandi,3,2,TRUE,FC,
CCAR1R0812,20,B,Pomacentrus coelestis,2,10,TRUE,FC,
CCAR1R0812,25,B,Apogon sp. (red spot on tail),3,100,TRUE,FC,
CCAR1R0812,25,B,Pomacentrus coelestis,2,1,TRUE,FC,
CCAR1R0812,25,B,Chaetodon octofasciatus,3,2,TRUE,FC,
CCAR1R0812,30,B,Chaetodon octofasciatus,3,1,TRUE,FC,
CCAR1R0812,30,B,Amblyglyphidodon leucogaster,4,1,TRUE,FC,
CCAR1R0812,30,B,Hipposcarus longiceps,7,1,TRUE,FC,
CCAR1R0812,30,B,Chrysiptera rollandi,3,1,TRUE,FC,
CCAR1R0812,30,B,Pomacentrus coelestis,2,2,TRUE,FC,
CCAR1R0812,35,B,Chaetodon octofasciatus,4,1,TRUE,FC,
CCAR1R0812,35,B,Cephalopholis boenak,6,1,TRUE,FC,
CCAR1R0812,40,B,Pomacentrus coelestis,3,3,TRUE,FC,
CCAR1R0812,40,B,Chrysiptera rollandi,3,3,TRUE,FC,
CCAR1R0812,40,B,Chrysiptera rollandi,2,1,TRUE,FC,
CCAR1R0812,40,B,Chaetodon octofasciatus,4,1,TRUE,FC,
CCAR1R0812,40,B,Hipposcarus longiceps,6,1,TRUE,FC,
CCAR1R0812,45,B,Scarus globiceps,4,2,TRUE,FC,
CCAR1R0812,45,B,Scarus globiceps,3,2,TRUE,FC,
CCAR1R0812,45,B,Chlorurus sordidus,4,1,TRUE,FC,
CCAR1R0812,45,B,Cirrhilabrus cyanopleura,3,4,TRUE,FC,
CCAR1R0812,45,B,Halichoeres melanurus,4,2,TRUE,FC,
CCAR1R0812,45,B,Pentapodus sp.,5,2,TRUE,FC,
CCAR2R0812,50,B,Naso unicornis,40,1,FALSE,FC,
CCAR2R0812,50,B,Naso unicornis,25,2,FALSE,FC,
CCAR2R0812,50,B,Lutjanus argentimaculatus,40,6,FALSE,FC,
CCAR2R0812,50,B,Lutjanus argentimaculatus,30,5,FALSE,FC,
CCAR2R0812,50,B,Caranx melampygus,15,2,FALSE,FC,
CCAR2R0812,50,B,Siganus guttatus,35,2,FALSE,FC,
CCAR2R0812,50,B,Plectorhinchus chaetodonoides,20,1,FALSE,FC,
CCAR2R0812,50,B,Variola louti,35,1,FALSE,FC,
CCAR2R0812,50,B,Cephalopholis cyanostigma,25,1,FALSE,FC,
CCAR2R0812,50,B,Platax tiera,25,1,FALSE,FC,
CCAR2R0812,50,B,Scarus ghobban,30,1,FALSE,FC,
CCAR2R0812,50,B,Synodus variegatus,11,1,FALSE,FC,
CCAR2R0812,50,B,Dischistodus chrysopoecilus,5,1,FALSE,FC,
CCAR2R0812,50,B,Chlorurus sordidus,15,1,FALSE,FC,
CCAR2R0812,50,B,Chlorurus sordidus,12,1,FALSE,FC,
CCAR2R0812,50,B,Zebrasoma velliferum,18,1,FALSE,FC,
CCAR2R0812,50,B,Neoglyphidodon nigroris,6,2,FALSE,FC,
CCAR2R0812,50,B,Labroides dimidiatus,7,2,FALSE,FC,
CCAR2R0812,50,B,Pomacentrus coelestis,4,1,FALSE,FC,
CCAR2R0812,50,B,Chaetodon octofasciatus,4,1,FALSE,FC,
CCAR2R0812,50,B,Chaetodon octofasciatus,3,1,FALSE,FC,
CCAR2R0812,50,B,Siganus virgatus,15,2,FALSE,FC,
CCAR2R0812,50,B,Scarus schlegeli,15,1,FALSE,FC,
CCAR2R0812,50,B,Chlorurus bowersi,20,1,FALSE,FC,
CCAR2R0812,50,B,Hipposcarus longiceps,7,1,FALSE,FC,
CCAR2R0812,45,B,Neoglyphidodon nigroris,5,1,FALSE,FC,
CCAR2R0812,45,B,Hipposcarus longiceps,7,2,FALSE,FC,
CCAR2R0812,45,B,Cephalopholis cyanostigma,12,1,FALSE,FC,
CCAR2R0812,45,B,Cephalopholis cyanostigma,18,1,FALSE,FC,
CCAR2R0812,45,B,Exyrias belissimus,11,1,FALSE,FC,
CCAR2R0812,45,B,Scolopsis ciliatus,12,1,FALSE,FC,
CCAR2R0812,45,B,Pygoplites diacanthus,20,1,FALSE,FC,
CCAR2R0812,45,B,Siganus corallinus,11,1,FALSE,FC,
CCAR2R0812,45,B,Chaetodontoplus mesoleucus,11,1,FALSE,FC,
CCAR2R0812,45,B,Chaetodontoplus mesoleucus,9,1,FALSE,FC,
CCAR2R0812,45,B,Caesio teres,8,100,FALSE,FC,
CCAR2R0812,45,B,Pterocaesio digramma,9,100,FALSE,FC,
CCAR2R0812,45,B,Scarus globiceps,11,1,FALSE,FC,
CCAR2R0812,45,B,Plectorhinchus chaetodonoides,25,1,FALSE,FC,
CCAR2R0812,45,B,Plectorhinchus chaetodonoides,20,1,FALSE,FC,
CCAR2R0812,45,B,Chelmon rostratus,12,1,FALSE,FC,
CCAR2R0812,45,B,Amblyglyphidodon leucogaster,5,4,FALSE,FC,
CCAR2R0812,45,B,Chaetodon octofasciatus,7,1,FALSE,FC,
CCAR2R0812,45,B,Scarus ghobban,9,1,FALSE,FC,
CCAR2R0812,45,B,Dischistodus chrysopoecilus,5,5,FALSE,FC,
CCAR2R0812,45,B,Variola louti,20,1,FALSE,FC,
CCAR2R0812,45,B,Cheilodipterus artus,8,5,FALSE,FC,
CCAR2R0812,45,B,Cheilodipterus artus,7,15,FALSE,FC,
CCAR2R0812,45,B,Macropharyngodon meleagris,11,1,FALSE,FC,
