Year,Month,Length,Length Type,Sex,Special,MPA,Fishery Dependent
1999,September,28,Total Length(CM),Female,-999,0,1
1999,October,28,Total Length(CM),Female,-999,0,1
1999,October,28,Total Length(CM),Female,-999,0,1
2000,December,28,Total Length(CM),Female,-999,0,1
2005,December,28,Total Length(CM),Female,-999,0,1
2005,December,28,Total Length(CM),Female,-999,0,1
2006,September,28,Total Length(CM),Female,-999,0,1
1999,September,28.1,Total Length(CM),Female,-999,0,1
2006,September,28.1,Total Length(CM),Female,-999,0,1
2006,October,28.1,Total Length(CM),Female,-999,0,1
2000,December,28.2,Total Length(CM),Female,-999,0,1
2005,October,28.2,Total Length(CM),Female,-999,0,1
1999,September,28.3,Total Length(CM),Female,-999,0,1
2000,December,28.3,Total Length(CM),Female,-999,0,1
1999,October,28.4,Total Length(CM),Female,-999,0,1
1998,July,28.5,Total Length(CM),Female,-999,0,1
1999,September,28.5,Total Length(CM),Female,-999,0,1
1999,October,28.5,Total Length(CM),Female,-999,0,1
1999,December,28.5,Total Length(CM),Female,-999,0,1
1999,December,28.5,Total Length(CM),Female,-999,0,1
1999,December,28.5,Total Length(CM),Female,-999,0,1
2005,November,28.5,Total Length(CM),Female,-999,0,1
2006,September,28.5,Total Length(CM),Female,-999,0,1
2006,October,28.5,Total Length(CM),Female,-999,0,1
2000,December,28.7,Total Length(CM),Female,-999,0,1
1999,November,28.8,Total Length(CM),Female,-999,0,1
1999,November,28.8,Total Length(CM),Female,-999,0,1
1999,September,29,Total Length(CM),Female,-999,0,1
2005,October,29,Total Length(CM),Female,-999,0,1
2005,October,29,Total Length(CM),Female,-999,0,1
2005,October,29,Total Length(CM),Female,-999,0,1
2005,December,29,Total Length(CM),Female,-999,0,1
2005,December,29,Total Length(CM),Female,-999,0,1
1999,October,29.5,Total Length(CM),Female,-999,0,1
2000,December,29.5,Total Length(CM),Female,-999,0,1
2000,December,29.5,Total Length(CM),Female,-999,0,1
1999,September,29.7,Total Length(CM),Female,-999,0,1
2006,September,29.8,Total Length(CM),Female,-999,0,1
2000,September,30,Total Length(CM),Female,-999,0,1
2005,December,30,Total Length(CM),Female,-999,0,1
2006,September,30,Total Length(CM),Female,-999,0,1
2010,November,31,Total Length(CM),Female,-999,0,1
2005,October,32,Total Length(CM),Female,-999,0,1
2005,December,32,Total Length(CM),Female,-999,0,1
2010,November,32,Total Length(CM),Female,-999,0,1
1999,September,24.5,Total Length(CM),Female,-999,0,1
1999,October,27.5,Total Length(CM),Female,-999,0,1
1999,September,27.6,Total Length(CM),Female,-999,0,1
1999,September,27.7,Total Length(CM),Female,-999,0,1
1999,September,27.9,Total Length(CM),Female,-999,0,1
1999,October,27.9,Total Length(CM),Female,-999,0,1
1999,October,28,Total Length(CM),Female,-999,0,1
1999,September,28,Total Length(CM),Female,-999,0,1
1999,September,28.1,Total Length(CM),Female,-999,0,1
1997,December,29,Total Length(CM),Female,-999,0,1
2004,November,29,Total Length(CM),Female,-999,0,1
2005,November,29,Total Length(CM),Female,-999,0,1
1998,October,29.5,Total Length(CM),Female,-999,0,1
1997,August,29.8,Total Length(CM),Female,-999,0,1
2006,September,30,Total Length(CM),Female,-999,0,1
2006,September,30.1,Total Length(CM),Female,-999,0,1
1998,July,27.0,Total Length(CM),Female,-999,0,1
1998,July,28.0,Total Length(CM),Female,-999,0,1
1999,September,28,Total Length(CM),Female,-999,0,1
1999,September,28.2,Total Length(CM),Female,-999,0,1
1999,September,28.6,Total Length(CM),Female,-999,0,1
1999,September,28.8,Total Length(CM),Female,-999,0,1
2000,December,29,Total Length(CM),Female,-999,0,1
1998,October,29.2,Total Length(CM),Female,-999,0,1
2000,December,29.2,Total Length(CM),Female,-999,0,1
1999,October,30,Total Length(CM),Female,-999,0,1
2005,October,30.5,Total Length(CM),Female,-999,0,1
2005,October,30.5,Total Length(CM),Female,-999,0,1
2005,December,30.5,Total Length(CM),Female,-999,0,1
2006,September,30.5,Total Length(CM),Female,-999,0,1
1999,September,27.7,Total Length(CM),Female,-999,0,1
1998,July,28.0,Total Length(CM),Female,-999,0,1
1999,October,28,Total Length(CM),Female,-999,0,1
1999,September,28.4,Total Length(CM),Female,-999,0,1
1999,September,28.5,Total Length(CM),Female,-999,0,1
1999,November,28.5,Total Length(CM),Female,-999,0,1
1999,October,28.8,Total Length(CM),Female,-999,0,1
1998,November,29.0,Total Length(CM),Female,-999,0,1
2006,October,30.5,Total Length(CM),Female,-999,0,1
2005,December,31,Total Length(CM),Female,-999,0,1
2006,September,31,Total Length(CM),Female,-999,0,1
2006,September,31,Total Length(CM),Female,-999,0,1
2006,September,31,Total Length(CM),Female,-999,0,1
1999,September,28.1,Total Length(CM),Female,-999,0,1
1999,September,28.6,Total Length(CM),Female,-999,0,1
2006,January,29,Total Length(CM),Female,-999,0,1
1999,September,29.1,Total Length(CM),Female,-999,0,1
2000,December,29.2,Total Length(CM),Female,-999,0,1
1999,October,29.5,Total Length(CM),Female,-999,0,1
2000,December,29.6,Total Length(CM),Female,-999,0,1
1998,October,30.0,Total Length(CM),Female,-999,0,1
1999,October,30,Total Length(CM),Female,-999,0,1
2005,December,30,Total Length(CM),Female,-999,0,1
2000,December,19.6,Total Length(CM),Female,-999,0,1
1998,November,20.0,Total Length(CM),Female,-999,0,1
2009,December,26,Total Length(CM),Female,-999,0,1
1998,September,28.0,Total Length(CM),Female,-999,0,1
1999,December,28,Total Length(CM),Female,-999,0,1
1999,December,28,Total Length(CM),Female,-999,0,1
1999,October,28,Total Length(CM),Female,-999,0,1
2005,November,28,Total Length(CM),Female,-999,0,1
2010,November,28,Total Length(CM),Female,-999,0,1
1999,September,28.2,Total Length(CM),Female,-999,0,1
1998,December,28.5,Total Length(CM),Female,-999,0,1
1999,September,28.5,Total Length(CM),Female,-999,0,1
2009,October,28.5,Total Length(CM),Female,-999,0,1
2010,December,28.5,Total Length(CM),Female,-999,0,1
1999,September,28.7,Total Length(CM),Female,-999,0,1
1999,September,28.8,Total Length(CM),Female,-999,0,1
1999,October,28.8,Total Length(CM),Female,-999,0,1
1999,September,29,Total Length(CM),Female,-999,0,1
2000,December,29,Total Length(CM),Female,-999,0,1
2005,October,29,Total Length(CM),Female,-999,0,1
2005,October,29,Total Length(CM),Female,-999,0,1
2005,October,29,Total Length(CM),Female,-999,0,1
2005,November,29,Total Length(CM),Female,-999,0,1
2005,December,29,Total Length(CM),Female,-999,0,1
2005,December,29,Total Length(CM),Female,-999,0,1
2005,December,29,Total Length(CM),Female,-999,0,1
2005,December,29,Total Length(CM),Female,-999,0,1
1999,October,29.1,Total Length(CM),Female,-999,0,1
2000,December,29.3,Total Length(CM),Female,-999,0,1
1999,October,29.4,Total Length(CM),Female,-999,0,1
1999,October,29.5,Total Length(CM),Female,-999,0,1
1999,October,29.5,Total Length(CM),Female,-999,0,1
1999,December,29.5,Total Length(CM),Female,-999,0,1
2000,December,29.7,Total Length(CM),Female,-999,0,1
1998,December,29.8,Total Length(CM),Female,-999,0,1
1999,October,30,Total Length(CM),Female,-999,0,1
1999,October,30,Total Length(CM),Female,-999,0,1
1999,October,30,Total Length(CM),Female,-999,0,1
2005,November,30,Total Length(CM),Female,-999,0,1
2005,December,30,Total Length(CM),Female,-999,0,1
2005,December,30,Total Length(CM),Female,-999,0,1
2005,December,30,Total Length(CM),Female,-999,0,1
2009,December,30,Total Length(CM),Female,-999,0,1
2010,November,30,Total Length(CM),Female,-999,0,1
2010,November,30,Total Length(CM),Female,-999,0,1
2006,September,30.1,Total Length(CM),Female,-999,0,1
2006,September,30.2,Total Length(CM),Female,-999,0,1
2006,September,30.2,Total Length(CM),Female,-999,0,1
2009,October,30.5,Total Length(CM),Female,-999,0,1
2009,December,30.5,Total Length(CM),Female,-999,0,1
1999,October,31,Total Length(CM),Female,-999,0,1
2005,October,31,Total Length(CM),Female,-999,0,1
2005,October,31,Total Length(CM),Female,-999,0,1
2005,November,31,Total Length(CM),Female,-999,0,1
2005,November,31,Total Length(CM),Female,-999,0,1
2005,November,31,Total Length(CM),Female,-999,0,1
2005,December,31,Total Length(CM),Female,-999,0,1
2005,November,31,Total Length(CM),Female,-999,0,1
2009,October,31,Total Length(CM),Female,-999,0,1
2010,November,31,Total Length(CM),Female,-999,0,1
2010,November,31,Total Length(CM),Female,-999,0,1
2005,December,32,Total Length(CM),Female,-999,0,1
2009,December,32,Total Length(CM),Female,-999,0,1
2005,December,33,Total Length(CM),Female,-999,0,1
2010,December,33.5,Total Length(CM),Female,-999,0,1
2005,December,34,Total Length(CM),Female,-999,0,1
2004,November,35,Total Length(CM),Female,-999,0,1
1998,October,35.8,Total Length(CM),Female,-999,0,1
2009,December,40,Total Length(CM),Female,-999,0,1
1999,October,20.9,Total Length(CM),Female,-999,0,1
1999,September,28.8,Total Length(CM),Female,-999,0,1
1999,September,29,Total Length(CM),Female,-999,0,1
1999,September,29,Total Length(CM),Female,-999,0,1
1999,September,29,Total Length(CM),Female,-999,0,1
1999,October,29.2,Total Length(CM),Female,-999,0,1
1997,September,29.5,Total Length(CM),Female,-999,0,1
1997,December,29.5,Total Length(CM),Female,-999,0,1
1998,November,29.5,Total Length(CM),Female,-999,0,1
1998,July,29.6,Total Length(CM),Female,-999,0,1
2000,December,29.6,Total Length(CM),Female,-999,0,1
1999,November,29.8,Total Length(CM),Female,-999,0,1
1999,October,30.7,Total Length(CM),Female,-999,0,1
2006,September,31.5,Total Length(CM),Female,-999,0,1
2006,October,31.8,Total Length(CM),Female,-999,0,1
1999,September,28.8,Total Length(CM),Female,-999,0,1
1999,September,29,Total Length(CM),Female,-999,0,1
1999,October,29,Total Length(CM),Female,-999,0,1
2000,December,29.5,Total Length(CM),Female,-999,0,1
1999,December,29.8,Total Length(CM),Female,-999,0,1
1999,December,29.8,Total Length(CM),Female,-999,0,1
1998,October,29.9,Total Length(CM),Female,-999,0,1
1999,October,30,Total Length(CM),Female,-999,0,1
2006,September,30,Total Length(CM),Female,-999,0,1
2006,September,30,Total Length(CM),Female,-999,0,1
2006,October,30,Total Length(CM),Female,-999,0,1
2006,September,30.1,Total Length(CM),Female,-999,0,1
2006,September,30.2,Total Length(CM),Female,-999,0,1
1999,October,30.5,Total Length(CM),Female,-999,0,1
2006,September,31.2,Total Length(CM),Female,-999,0,1
2000,December,32,Total Length(CM),Female,-999,0,1
1999,September,28.8,Total Length(CM),Female,-999,0,1
1997,October,29.2,Total Length(CM),Female,-999,0,1
1999,September,29.2,Total Length(CM),Female,-999,0,1
1999,October,30,Total Length(CM),Female,-999,0,1
1999,October,30,Total Length(CM),Female,-999,0,1
1999,September,30.2,Total Length(CM),Female,-999,0,1
2005,October,31,Total Length(CM),Female,-999,0,1
2006,September,31.5,Total Length(CM),Female,-999,0,1
1999,September,28.5,Total Length(CM),Female,-999,0,1
1998,July,29.6,Total Length(CM),Female,-999,0,1
1999,October,30,Total Length(CM),Female,-999,0,1
2005,December,30,Total Length(CM),Female,-999,0,1
2006,September,31.2,Total Length(CM),Female,-999,0,1
2006,September,31.2,Total Length(CM),Female,-999,0,1
2006,September,31.2,Total Length(CM),Female,-999,0,1
2006,September,31.4,Total Length(CM),Female,-999,0,1
1997,August,34,Total Length(CM),Female,-999,0,1
2005,December,28.4,Total Length(CM),Female,-999,0,1
1999,October,28.7,Total Length(CM),Female,-999,0,1
1999,September,28.8,Total Length(CM),Female,-999,0,1
1997,December,29.4,Total Length(CM),Female,-999,0,1
1999,December,30,Total Length(CM),Female,-999,0,1
1999,December,30,Total Length(CM),Female,-999,0,1
2009,October,30,Total Length(CM),Female,-999,0,1
1999,October,30.2,Total Length(CM),Female,-999,0,1
2000,December,30.2,Total Length(CM),Female,-999,0,1
1998,October,30.3,Total Length(CM),Female,-999,0,1
2005,October,30.4,Total Length(CM),Female,-999,0,1
2005,October,30.4,Total Length(CM),Female,-999,0,1
2005,November,30.4,Total Length(CM),Female,-999,0,1
1999,October,30.5,Total Length(CM),Female,-999,0,1
1999,October,30.5,Total Length(CM),Female,-999,0,1
2000,December,30.5,Total Length(CM),Female,-999,0,1
1998,July,31.0,Total Length(CM),Female,-999,0,1
2005,October,31,Total Length(CM),Female,-999,0,1
2009,October,31,Total Length(CM),Female,-999,0,1
2009,October,31,Total Length(CM),Female,-999,0,1
1997,September,31.2,Total Length(CM),Female,-999,0,1
1999,December,32,Total Length(CM),Female,-999,0,1
1999,December,32,Total Length(CM),Female,-999,0,1
2005,October,32.5,Total Length(CM),Female,-999,0,1
2005,December,33,Total Length(CM),Female,-999,0,1
2010,November,33,Total Length(CM),Female,-999,0,1
2005,October,33.5,Total Length(CM),Female,-999,0,1
1998,October,37.9,Total Length(CM),Female,-999,0,1
2000,December,29.8,Total Length(CM),Female,-999,0,1
1999,September,30.1,Total Length(CM),Female,-999,0,1
1998,October,30.5,Total Length(CM),Female,-999,0,1
1998,November,30.5,Total Length(CM),Female,-999,0,1
1999,October,30.5,Total Length(CM),Female,-999,0,1
1999,October,30.8,Total Length(CM),Female,-999,0,1
2000,December,31,Total Length(CM),Female,-999,0,1
2005,November,31,Total Length(CM),Female,-999,0,1
2006,September,31.4,Total Length(CM),Female,-999,0,1
2006,September,32,Total Length(CM),Female,-999,0,1
1997,August,34.5,Total Length(CM),Female,-999,0,1
1999,September,28.5,Total Length(CM),Female,-999,0,1
1999,September,30,Total Length(CM),Female,-999,0,1
1999,September,30.1,Total Length(CM),Female,-999,0,1
2000,December,30.2,Total Length(CM),Female,-999,0,1
1998,August,31.3,Total Length(CM),Female,-999,0,1
1999,October,31.5,Total Length(CM),Female,-999,0,1
2006,October,33.5,Total Length(CM),Female,-999,0,1
1999,September,29.3,Total Length(CM),Female,-999,0,1
1999,October,29.3,Total Length(CM),Female,-999,0,1
1998,July,31.3,Total Length(CM),Female,-999,0,1
1999,September,29,Total Length(CM),Female,-999,0,1
1998,July,30.5,Total Length(CM),Female,-999,0,1
1999,September,30.5,Total Length(CM),Female,-999,0,1
2000,December,31,Total Length(CM),Female,-999,0,1
1998,July,22.4,Total Length(CM),Female,-999,0,1
2005,December,28,Total Length(CM),Female,-999,0,1
2009,December,28.5,Total Length(CM),Female,-999,0,1
1998,December,29.5,Total Length(CM),Female,-999,0,1
1999,September,29.5,Total Length(CM),Female,-999,0,1
1999,September,29.6,Total Length(CM),Female,-999,0,1
1999,September,29.6,Total Length(CM),Female,-999,0,1
1999,September,29.7,Total Length(CM),Female,-999,0,1
1999,September,29.7,Total Length(CM),Female,-999,0,1
2009,September,30,Total Length(CM),Female,-999,0,1
2009,August,30,Total Length(CM),Female,-999,0,1
2009,December,30,Total Length(CM),Female,-999,0,1
1999,September,30.3,Total Length(CM),Female,-999,0,1
1999,September,30.3,Total Length(CM),Female,-999,0,1
1999,September,30.4,Total Length(CM),Female,-999,0,1
1999,October,30.5,Total Length(CM),Female,-999,0,1
2009,December,30.5,Total Length(CM),Female,-999,0,1
1999,October,31,Total Length(CM),Female,-999,0,1
2000,December,31,Total Length(CM),Female,-999,0,1
2005,October,31,Total Length(CM),Female,-999,0,1
2009,December,31,Total Length(CM),Female,-999,0,1
1999,September,31.5,Total Length(CM),Female,-999,0,1
1999,October,31.5,Total Length(CM),Female,-999,0,1
2005,October,31.5,Total Length(CM),Female,-999,0,1
2005,November,31.5,Total Length(CM),Female,-999,0,1
1997,September,31.8,Total Length(CM),Female,-999,0,1
1997,September,31.9,Total Length(CM),Female,-999,0,1
1998,August,32.0,Total Length(CM),Female,-999,0,1
1999,October,32,Total Length(CM),Female,-999,0,1
2005,December,32,Total Length(CM),Female,-999,0,1
2006,September,32.1,Total Length(CM),Female,-999,0,1
2000,December,32.7,Total Length(CM),Female,-999,0,1
1999,December,33,Total Length(CM),Female,-999,0,1
1999,December,33,Total Length(CM),Female,-999,0,1
2009,December,33,Total Length(CM),Female,-999,0,1
2005,November,33.1,Total Length(CM),Female,-999,0,1
2005,October,33.3,Total Length(CM),Female,-999,0,1
2005,October,34.5,Total Length(CM),Female,-999,0,1
2005,December,34.5,Total Length(CM),Female,-999,0,1
2009,December,35,Total Length(CM),Female,-999,0,1
2010,November,37,Total Length(CM),Female,-999,0,1
1999,September,29.4,Total Length(CM),Female,-999,0,1
1997,September,30.1,Total Length(CM),Female,-999,0,1
1999,September,31,Total Length(CM),Female,-999,0,1
2005,November,31,Total Length(CM),Female,-999,0,1
1999,October,31.5,Total Length(CM),Female,-999,0,1
1998,August,31.7,Total Length(CM),Female,-999,0,1
2000,December,22.7,Total Length(CM),Female,-999,0,1
1999,September,30,Total Length(CM),Female,-999,0,1
1999,September,30.3,Total Length(CM),Female,-999,0,1
1999,October,30.5,Total Length(CM),Female,-999,0,1
2005,October,31,Total Length(CM),Female,-999,0,1
1999,November,32,Total Length(CM),Female,-999,0,1
1999,November,32,Total Length(CM),Female,-999,0,1
1998,July,32.1,Total Length(CM),Female,-999,0,1
2006,September,32.2,Total Length(CM),Female,-999,0,1
1997,August,32.9,Total Length(CM),Female,-999,0,1
1999,September,30.9,Total Length(CM),Female,-999,0,1
1999,September,31.5,Total Length(CM),Female,-999,0,1
1999,November,32.1,Total Length(CM),Female,-999,0,1
1999,September,30.2,Total Length(CM),Female,-999,0,1
1999,September,30.8,Total Length(CM),Female,-999,0,1
2005,December,32,Total Length(CM),Female,-999,0,1
2006,September,32.4,Total Length(CM),Female,-999,0,1
1999,September,33.7,Total Length(CM),Female,-999,0,1
2000,December,35.6,Total Length(CM),Female,-999,0,1
1997,August,28.5,Total Length(CM),Female,-999,0,1
2006,January,30,Total Length(CM),Female,-999,0,1
1999,September,30.7,Total Length(CM),Female,-999,0,1
1999,October,30.9,Total Length(CM),Female,-999,0,1
1999,September,31.3,Total Length(CM),Female,-999,0,1
1999,December,31.5,Total Length(CM),Female,-999,0,1
1999,December,31.5,Total Length(CM),Female,-999,0,1
2000,December,31.5,Total Length(CM),Female,-999,0,1
2005,October,31.5,Total Length(CM),Female,-999,0,1
1998,August,31.7,Total Length(CM),Female,-999,0,1
1999,December,31.8,Total Length(CM),Female,-999,0,1
2000,December,32,Total Length(CM),Female,-999,0,1
2000,December,32,Total Length(CM),Female,-999,0,1
1999,November,32.2,Total Length(CM),Female,-999,0,1
1999,November,32.2,Total Length(CM),Female,-999,0,1
2000,December,32.3,Total Length(CM),Female,-999,0,1
1998,July,32.5,Total Length(CM),Female,-999,0,1
1999,October,32.6,Total Length(CM),Female,-999,0,1
1999,September,33.3,Total Length(CM),Female,-999,0,1
2009,October,33.5,Total Length(CM),Female,-999,0,1
2005,November,34.7,Total Length(CM),Female,-999,0,1
1999,October,38.6,Total Length(CM),Female,-999,0,1
1999,September,31,Total Length(CM),Female,-999,0,1
1998,August,31.3,Total Length(CM),Female,-999,0,1
2000,December,32,Total Length(CM),Female,-999,0,1
2000,December,32,Total Length(CM),Female,-999,0,1
1997,August,32.5,Total Length(CM),Female,-999,0,1
1998,July,33.0,Total Length(CM),Female,-999,0,1
1999,October,23.9,Total Length(CM),Female,-999,0,1
1999,September,30.7,Total Length(CM),Female,-999,0,1
1999,September,30.7,Total Length(CM),Female,-999,0,1
1999,September,32,Total Length(CM),Female,-999,0,1
1999,October,32.7,Total Length(CM),Female,-999,0,1
2000,December,32.1,Total Length(CM),Female,-999,0,1
2006,September,33.5,Total Length(CM),Female,-999,0,1
2005,December,41,Total Length(CM),Female,-999,0,1
1999,September,31.1,Total Length(CM),Female,-999,0,1
1998,July,31.6,Total Length(CM),Female,-999,0,1
1999,September,32,Total Length(CM),Female,-999,0,1
1999,December,31,Total Length(CM),Female,-999,0,1
1999,December,31,Total Length(CM),Female,-999,0,1
1999,September,31.4,Total Length(CM),Female,-999,0,1
1999,September,31.7,Total Length(CM),Female,-999,0,1
1999,October,32,Total Length(CM),Female,-999,0,1
2006,September,32,Total Length(CM),Female,-999,0,1
2010,November,32,Total Length(CM),Female,-999,0,1
1998,July,32.3,Total Length(CM),Female,-999,0,1
2009,October,32.5,Total Length(CM),Female,-999,0,1
2009,October,32.5,Total Length(CM),Female,-999,0,1
1998,August,32.7,Total Length(CM),Female,-999,0,1
1999,October,33,Total Length(CM),Female,-999,0,1
2009,December,33,Total Length(CM),Female,-999,0,1
2000,December,33.2,Total Length(CM),Female,-999,0,1
1999,October,33.5,Total Length(CM),Female,-999,0,1
2005,October,33.5,Total Length(CM),Female,-999,0,1
2009,October,33.5,Total Length(CM),Female,-999,0,1
1999,October,34,Total Length(CM),Female,-999,0,1
2005,December,40,Total Length(CM),Female,-999,0,1
2005,December,40,Total Length(CM),Female,-999,0,1
2006,January,41,Total Length(CM),Female,-999,0,1
1999,September,31.8,Total Length(CM),Female,-999,0,1
2006,September,32,Total Length(CM),Female,-999,0,1
1999,September,32.3,Total Length(CM),Female,-999,0,1
1998,October,33.3,Total Length(CM),Female,-999,0,1
1998,July,33.4,Total Length(CM),Female,-999,0,1
1999,September,31.7,Total Length(CM),Female,-999,0,1
1999,September,31.8,Total Length(CM),Female,-999,0,1
1999,September,32,Total Length(CM),Female,-999,0,1
1999,September,32.8,Total Length(CM),Female,-999,0,1
2006,October,32.1,Total Length(CM),Female,-999,0,1
1999,October,32.5,Total Length(CM),Female,-999,0,1
1999,October,34,Total Length(CM),Female,-999,0,1
1999,September,32,Total Length(CM),Female,-999,0,1
2010,November,32,Total Length(CM),Female,-999,0,1
1998,July,33.4,Total Length(CM),Female,-999,0,1
1998,November,33.2,Total Length(CM),Female,-999,0,1
1998,November,35.5,Total Length(CM),Female,-999,0,1
1999,September,32.8,Total Length(CM),Female,-999,0,1
2005,October,33,Total Length(CM),Female,-999,0,1
2009,October,35.5,Total Length(CM),Female,-999,0,1
2009,August,40,Total Length(CM),Female,-999,0,1
2005,December,42,Total Length(CM),Female,-999,0,1
1999,September,32.2,Total Length(CM),Female,-999,0,1
1999,September,35.2,Total Length(CM),Female,-999,0,1
2006,September,35.3,Total Length(CM),Female,-999,0,1
1999,September,32.7,Total Length(CM),Female,-999,0,1
1999,October,32.8,Total Length(CM),Female,-999,0,1
1999,September,34.2,Total Length(CM),Female,-999,0,1
1998,December,35.0,Total Length(CM),Female,-999,0,1
1997,August,41.5,Total Length(CM),Female,-999,0,1
1999,September,23.6,Total Length(CM),Female,-999,0,1
2000,December,25,Total Length(CM),Female,-999,0,1
1999,September,34,Total Length(CM),Female,-999,0,1
2000,December,34.2,Total Length(CM),Female,-999,0,1
1998,July,35.2,Total Length(CM),Female,-999,0,1
1998,July,35.2,Total Length(CM),Female,-999,0,1
1998,July,33.3,Total Length(CM),Female,-999,0,1
1999,September,33.9,Total Length(CM),Female,-999,0,1
1998,November,38.4,Total Length(CM),Female,-999,0,1
1998,July,36.8,Total Length(CM),Female,-999,0,1
1997,September,31,Total Length(CM),Female,-999,0,1
1998,November,32.7,Total Length(CM),Female,-999,0,1
1999,September,33.8,Total Length(CM),Female,-999,0,1
1998,July,36.3,Total Length(CM),Female,-999,0,1
2005,October,39,Total Length(CM),Female,-999,0,1
1999,September,33.5,Total Length(CM),Female,-999,0,1
1999,September,34.3,Total Length(CM),Female,-999,0,1
1998,August,22.5,Total Length(CM),Female,-999,0,1
1999,September,35,Total Length(CM),Female,-999,0,1
1999,September,35.8,Total Length(CM),Female,-999,0,1
1999,September,35,Total Length(CM),Female,-999,0,1
1997,August,26.7,Total Length(CM),Female,-999,0,1
1999,September,35.5,Total Length(CM),Female,-999,0,1
2000,December,36,Total Length(CM),Female,-999,0,1
1999,September,37,Total Length(CM),Female,-999,0,1
2000,December,38.4,Total Length(CM),Female,-999,0,1
2009,December,40.5,Total Length(CM),Female,-999,0,1
1998,July,36.9,Total Length(CM),Female,-999,0,1
2006,September,38,Total Length(CM),Female,-999,0,1
2000,December,38.7,Total Length(CM),Female,-999,0,1
2000,December,36.6,Total Length(CM),Female,-999,0,1
1999,October,37.6,Total Length(CM),Female,-999,0,1
1998,July,33.3,Total Length(CM),Female,-999,0,1
1998,October,39.0,Total Length(CM),Female,-999,0,1
1997,September,39,Total Length(CM),Female,-999,0,1
1997,September,39,Total Length(CM),Female,-999,0,1
2006,November,14,Total Length(CM),Female,-999,0,1
2002,October,14.1,Total Length(CM),Female,-999,0,1
1998,November,14.5,Total Length(CM),Female,-999,0,1
2002,September,14.5,Total Length(CM),Female,-999,0,1
2002,September,15,Total Length(CM),Female,-999,0,1
2002,September,15,Total Length(CM),Female,-999,0,1
2002,October,15,Total Length(CM),Female,-999,0,1
2002,December,15,Total Length(CM),Female,-999,0,1
2002,October,15,Total Length(CM),Female,-999,0,1
2002,September,15,Total Length(CM),Female,-999,0,1
2002,September,15,Total Length(CM),Female,-999,0,1
2002,December,15,Total Length(CM),Female,-999,0,1
2003,October,15,Total Length(CM),Female,-999,0,1
2003,October,15,Total Length(CM),Female,-999,0,1
2003,October,15,Total Length(CM),Female,-999,0,1
2005,October,15,Total Length(CM),Female,-999,0,1
2005,October,15,Total Length(CM),Female,-999,0,1
2006,November,15,Total Length(CM),Female,-999,0,1
2006,December,15,Total Length(CM),Female,-999,0,1
2006,December,15,Total Length(CM),Female,-999,0,1
2003,October,15.2,Total Length(CM),Female,-999,0,1
2005,October,15.3,Total Length(CM),Female,-999,0,1
2005,November,15.3,Total Length(CM),Female,-999,0,1
2005,September,15.3,Total Length(CM),Female,-999,0,1
2005,September,15.3,Total Length(CM),Female,-999,0,1
2002,September,15.5,Total Length(CM),Female,-999,0,1
2005,October,15.5,Total Length(CM),Female,-999,0,1
2005,September,15.5,Total Length(CM),Female,-999,0,1
2005,September,15.5,Total Length(CM),Female,-999,0,1
2005,November,15.5,Total Length(CM),Female,-999,0,1
2006,November,15.5,Total Length(CM),Female,-999,0,1
2006,November,15.5,Total Length(CM),Female,-999,0,1
2002,September,15.7,Total Length(CM),Female,-999,0,1
2002,October,16,Total Length(CM),Female,-999,0,1
2002,October,16,Total Length(CM),Female,-999,0,1
2002,October,16,Total Length(CM),Female,-999,0,1
2002,October,16,Total Length(CM),Female,-999,0,1
2002,September,16,Total Length(CM),Female,-999,0,1
2002,September,16,Total Length(CM),Female,-999,0,1
2002,October,16,Total Length(CM),Female,-999,0,1
2002,September,16,Total Length(CM),Female,-999,0,1
2003,October,16,Total Length(CM),Female,-999,0,1
2003,October,16,Total Length(CM),Female,-999,0,1
2003,October,16,Total Length(CM),Female,-999,0,1
2003,October,16,Total Length(CM),Female,-999,0,1
2004,November,16,Total Length(CM),Female,-999,0,1
2005,October,16,Total Length(CM),Female,-999,0,1
2005,October,16,Total Length(CM),Female,-999,0,1
2002,October,16.4,Total Length(CM),Female,-999,0,1
2005,September,16.4,Total Length(CM),Female,-999,0,1
2002,September,16.5,Total Length(CM),Female,-999,0,1
2003,October,16.5,Total Length(CM),Female,-999,0,1
2006,November,16.5,Total Length(CM),Female,-999,0,1
2002,September,16.8,Total Length(CM),Female,-999,0,1
2002,September,16.9,Total Length(CM),Female,-999,0,1
1998,December,17.0,Total Length(CM),Female,-999,0,1
2002,October,17,Total Length(CM),Female,-999,0,1
2002,September,17,Total Length(CM),Female,-999,0,1
2002,September,17,Total Length(CM),Female,-999,0,1
2002,September,17,Total Length(CM),Female,-999,0,1
2003,October,17,Total Length(CM),Female,-999,0,1
2003,October,17,Total Length(CM),Female,-999,0,1
2003,October,17,Total Length(CM),Female,-999,0,1
2005,October,17,Total Length(CM),Female,-999,0,1
2005,December,17,Total Length(CM),Female,-999,0,1
2005,December,17,Total Length(CM),Female,-999,0,1
2005,October,17,Total Length(CM),Female,-999,0,1
2005,October,17,Total Length(CM),Female,-999,0,1
2005,October,17,Total Length(CM),Female,-999,0,1
2005,December,17,Total Length(CM),Female,-999,0,1
2005,December,17,Total Length(CM),Female,-999,0,1
2005,December,17,Total Length(CM),Female,-999,0,1
2005,November,17,Total Length(CM),Female,-999,0,1
