"","Year","Month","Site","Length","LengthType","Sex","Special","MPA","FisheryDependent"
"1374",2008,"July","AN",38,"cm","Unknown","Gear is HnL",1,1
"1375",2008,"July","AN",39,"cm","Unknown","Gear is HnL",1,1
"1376",2008,"July","AN",32,"cm","Unknown","Gear is HnL",1,1
"1377",2008,"July","AN",35,"cm","Unknown","Gear is HnL",1,1
"1378",2008,"July","AN",35,"cm","Unknown","Gear is HnL",1,1
"1379",2008,"July","AN",33,"cm","Unknown","Gear is HnL",1,1
"1380",2008,"July","AN",36,"cm","Unknown","Gear is HnL",1,1
"1381",2008,"July","AN",32,"cm","Unknown","Gear is HnL",1,1
"1382",2008,"July","AN",30,"cm","Unknown","Gear is HnL",1,1
"1383",2008,"July","AN",37,"cm","Unknown","Gear is HnL",1,1
"1384",2008,"July","AN",32,"cm","Unknown","Gear is HnL",1,1
"1385",2011,"September","AN",28,"cm","Unknown","Gear is HnL",1,1
"1386",2011,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1387",2011,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"1388",2011,"September","AN",27,"cm","Unknown","Gear is HnL",1,1
"1389",2011,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1390",2011,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"1391",2008,"July","AN",29,"cm","Unknown","Gear is HnL",0,1
"1392",2008,"July","AN",31,"cm","Unknown","Gear is HnL",0,1
"1393",2008,"July","AN",28,"cm","Unknown","Gear is HnL",0,1
"1394",2008,"July","AN",30,"cm","Unknown","Gear is HnL",0,1
"1395",2008,"July","AN",31,"cm","Unknown","Gear is HnL",0,1
"1396",2008,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1397",2008,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"1398",2008,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1399",2008,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1400",2008,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1401",2008,"August","AN",37,"cm","Unknown","Gear is HnL",0,1
"1402",2008,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"1403",2008,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"1404",2008,"September","AN",35,"cm","Unknown","Gear is HnL",1,1
"1405",2008,"September","AN",37,"cm","Unknown","Gear is HnL",1,1
"1406",2008,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"1407",2008,"September","AN",32,"cm","Unknown","Gear is HnL",1,1
"1408",2008,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1409",2008,"September","AN",27,"cm","Unknown","Gear is HnL",1,1
"1410",2008,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"1411",2008,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"1412",2008,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"1413",2008,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1414",2008,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"1415",2008,"September","AN",35,"cm","Unknown","Gear is HnL",1,1
"1416",2008,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"1417",2008,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"1418",2008,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"1419",2008,"September","AN",34,"cm","Unknown","Gear is HnL",1,1
"1420",2008,"September","AN",40,"cm","Unknown","Gear is HnL",1,1
"1421",2008,"September","AN",35,"cm","Unknown","Gear is HnL",1,1
"1422",2008,"September","AN",39,"cm","Unknown","Gear is HnL",1,1
"1423",2008,"September","AN",35,"cm","Unknown","Gear is HnL",1,1
"1424",2008,"September","AN",34,"cm","Unknown","Gear is HnL",0,1
"1425",2008,"September","AN",34,"cm","Unknown","Gear is HnL",0,1
"1426",2008,"September","AN",33,"cm","Unknown","Gear is HnL",0,1
"1427",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1428",2008,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"1429",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1430",2008,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1431",2008,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1432",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1433",2008,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1434",2008,"September","AN",33,"cm","Unknown","Gear is HnL",0,1
"1435",2008,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1436",2008,"September","AN",35,"cm","Unknown","Gear is HnL",0,1
"1437",2008,"September","AN",36,"cm","Unknown","Gear is HnL",0,1
"1438",2008,"September","AN",37,"cm","Unknown","Gear is HnL",0,1
"1439",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1440",2008,"September","AN",38,"cm","Unknown","Gear is HnL",0,1
"1441",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1442",2008,"September","AN",35,"cm","Unknown","Gear is HnL",0,1
"1443",2008,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1444",2008,"September","AN",36,"cm","Unknown","Gear is HnL",0,1
"1445",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1446",2008,"September","AN",36,"cm","Unknown","Gear is HnL",0,1
"1447",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1448",2008,"September","AN",36,"cm","Unknown","Gear is HnL",0,1
"1449",2008,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1450",2008,"September","AN",35,"cm","Unknown","Gear is HnL",0,1
"1451",2008,"September","AN",38,"cm","Unknown","Gear is HnL",0,1
"1452",2008,"September","AN",34,"cm","Unknown","Gear is HnL",0,1
"1453",2008,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"1454",2008,"September","AN",35,"cm","Unknown","Gear is HnL",0,1
"1455",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1456",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1457",2008,"September","AN",34,"cm","Unknown","Gear is HnL",0,1
"1458",2008,"September","AN",33,"cm","Unknown","Gear is HnL",0,1
"1459",2008,"September","AN",33,"cm","Unknown","Gear is HnL",0,1
"1460",2008,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1461",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1462",2008,"September","AN",37,"cm","Unknown","Gear is HnL",0,1
"1463",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1464",2008,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1465",2008,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1466",2008,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"1467",2008,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"1468",2008,"August","AN",35,"cm","Unknown","Gear is HnL",1,1
"1469",2008,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"1470",2008,"August","AN",33,"cm","Unknown","Gear is HnL",1,1
"1471",2008,"August","AN",32,"cm","Unknown","Gear is HnL",1,1
"1472",2008,"August","AN",29,"cm","Unknown","Gear is HnL",1,1
"1473",2008,"August","AN",32,"cm","Unknown","Gear is HnL",1,1
"1474",2008,"August","AN",32,"cm","Unknown","Gear is HnL",1,1
"1475",2008,"August","AN",33,"cm","Unknown","Gear is HnL",1,1
"1476",2008,"August","AN",33,"cm","Unknown","Gear is HnL",1,1
"1477",2008,"August","AN",32,"cm","Unknown","Gear is HnL",1,1
"1478",2008,"August","AN",38,"cm","Unknown","Gear is HnL",1,1
"1479",2008,"August","AN",33,"cm","Unknown","Gear is HnL",1,1
"1480",2008,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"1481",2008,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1482",2008,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"1483",2008,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"1484",2008,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"1485",2008,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1486",2008,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"1487",2008,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1488",2008,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1489",2008,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"1490",2008,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1491",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"1492",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"1493",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1494",2011,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"1495",2011,"September","AN",22,"cm","Unknown","Gear is HnL",0,1
"1496",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"1497",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"1498",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"1499",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"1500",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1501",2011,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1502",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1503",2011,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1504",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1505",2011,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1506",2008,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"1507",2008,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"1508",2008,"September","AN",35,"cm","Unknown","Gear is HnL",1,1
"1509",2008,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1510",2008,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"1511",2008,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"1512",2008,"September","AN",37,"cm","Unknown","Gear is HnL",1,1
"1513",2008,"September","AN",35,"cm","Unknown","Gear is HnL",1,1
"1514",2008,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"1515",2008,"September","AN",40,"cm","Unknown","Gear is HnL",1,1
"1516",2008,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"1517",2008,"September","AN",32,"cm","Unknown","Gear is HnL",1,1
"1518",2008,"September","AN",32,"cm","Unknown","Gear is HnL",1,1
"1519",2008,"September","AN",31,"cm","Unknown","Gear is HnL",1,1
"1520",2008,"September","AN",32,"cm","Unknown","Gear is HnL",1,1
"1521",2008,"September","AN",37,"cm","Unknown","Gear is HnL",1,1
"1522",2008,"September","AN",38,"cm","Unknown","Gear is HnL",1,1
"1523",2008,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1524",2008,"September","AN",34,"cm","Unknown","Gear is HnL",1,1
"1525",2008,"September","AN",30,"cm","Unknown","Gear is HnL",1,1
"1526",2008,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"1527",2008,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1528",2008,"September","AN",34,"cm","Unknown","Gear is HnL",1,1
"1529",2008,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1530",2008,"September","AN",34,"cm","Unknown","Gear is HnL",1,1
"1531",2008,"September","AN",32,"cm","Unknown","Gear is HnL",1,1
"1532",2008,"September","AN",34,"cm","Unknown","Gear is HnL",1,1
"1533",2008,"September","AN",34,"cm","Unknown","Gear is HnL",1,1
"1534",2008,"September","AN",29,"cm","Unknown","Gear is HnL",1,1
"1535",2008,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1536",2008,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"1537",2008,"September","AN",34,"cm","Unknown","Gear is HnL",1,1
"1538",2008,"September","AN",37,"cm","Unknown","Gear is HnL",1,1
"1539",2008,"September","AN",37,"cm","Unknown","Gear is HnL",1,1
"1540",2008,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1541",2008,"September","AN",33,"cm","Unknown","Gear is HnL",1,1
"1542",2008,"September","AN",36,"cm","Unknown","Gear is HnL",1,1
"1543",2010,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1544",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1545",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1546",2010,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1547",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1548",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1549",2010,"September","AN",38,"cm","Unknown","Gear is HnL",0,1
"1550",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1551",2010,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1552",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1553",2010,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"1554",2010,"September","AN",21,"cm","Unknown","Gear is HnL",0,1
"1555",2010,"September","AN",21,"cm","Unknown","Gear is HnL",0,1
"1556",2010,"September","AN",22,"cm","Unknown","Gear is HnL",0,1
"1557",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1558",2010,"September","AN",22,"cm","Unknown","Gear is HnL",0,1
"1559",2010,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1560",2010,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1561",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1562",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1563",2010,"September","AN",21,"cm","Unknown","Gear is HnL",0,1
"1564",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1565",2010,"September","AN",21,"cm","Unknown","Gear is HnL",0,1
"1566",2010,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1567",2010,"September","AN",20,"cm","Unknown","Gear is HnL",0,1
"1568",2010,"September","AN",22,"cm","Unknown","Gear is HnL",0,1
"1569",2010,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1570",2010,"September","AN",21,"cm","Unknown","Gear is HnL",0,1
"1571",2010,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1572",2010,"September","AN",22,"cm","Unknown","Gear is HnL",0,1
"1573",2010,"September","AN",22,"cm","Unknown","Gear is HnL",0,1
"1574",2010,"September","AN",19,"cm","Unknown","Gear is HnL",0,1
"1575",2010,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1576",2010,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1577",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1578",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"1579",2011,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1580",2011,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1581",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1582",2011,"September","AN",22,"cm","Unknown","Gear is HnL",0,1
"1583",2011,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1584",2011,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1585",2011,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1586",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1587",2011,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1588",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"1589",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"1590",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1591",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"1592",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"1593",2011,"September","AN",27,"cm","Unknown","Gear is HnL",0,1
"1594",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"1595",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"1596",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"1597",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"1598",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1599",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"1600",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"1601",2011,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1602",2011,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1603",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"1604",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"1605",2011,"September","AN",26,"cm","Unknown","Gear is HnL",0,1
"1606",2011,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1607",2011,"September","AN",25,"cm","Unknown","Gear is HnL",0,1
"1608",2011,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1609",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1610",2011,"September","AN",23,"cm","Unknown","Gear is HnL",0,1
"1611",2011,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1612",2008,"July","AN",30,"cm","Unknown","Gear is HnL",0,1
"1613",2008,"July","AN",29,"cm","Unknown","Gear is HnL",0,1
"1614",2008,"July","AN",34,"cm","Unknown","Gear is HnL",0,1
"1615",2008,"July","AN",30,"cm","Unknown","Gear is HnL",0,1
"1616",2008,"July","AN",30,"cm","Unknown","Gear is HnL",0,1
"1617",2008,"July","AN",25,"cm","Unknown","Gear is HnL",0,1
"1618",2008,"July","AN",29,"cm","Unknown","Gear is HnL",0,1
"1619",2008,"July","AN",33,"cm","Unknown","Gear is HnL",0,1
"1620",2008,"July","AN",29,"cm","Unknown","Gear is HnL",0,1
"1621",2008,"July","AN",31,"cm","Unknown","Gear is HnL",0,1
"1622",2008,"July","AN",32,"cm","Unknown","Gear is HnL",0,1
"1623",2008,"July","AN",27,"cm","Unknown","Gear is HnL",0,1
"1624",2008,"July","AN",28,"cm","Unknown","Gear is HnL",0,1
"1625",2008,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"1626",2008,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"1627",2008,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1628",2008,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"1629",2008,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"1630",2008,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"1631",2008,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"1632",2008,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"1633",2008,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1634",2008,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1635",2008,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"1636",2008,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"1637",2008,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1638",2008,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"1639",2008,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"1640",2008,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"1641",2008,"August","AN",37,"cm","Unknown","Gear is HnL",0,1
"1642",2008,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"1643",2008,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1644",2008,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"1645",2008,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1646",2008,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"1647",2008,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"1648",2008,"August","AN",34,"cm","Unknown","Gear is HnL",1,1
"1649",2008,"August","AN",25,"cm","Unknown","Gear is HnL",1,1
"1650",2008,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"1651",2008,"August","AN",37,"cm","Unknown","Gear is HnL",1,1
"1652",2008,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"1653",2008,"August","AN",32,"cm","Unknown","Gear is HnL",1,1
"1654",2008,"August","AN",28,"cm","Unknown","Gear is HnL",1,1
"1655",2008,"August","AN",30,"cm","Unknown","Gear is HnL",1,1
"1656",2008,"August","AN",32,"cm","Unknown","Gear is HnL",1,1
"1657",2008,"August","AN",31,"cm","Unknown","Gear is HnL",1,1
"1658",2008,"August","AN",34,"cm","Unknown","Gear is HnL",1,1
"1659",2008,"August","AN",33,"cm","Unknown","Gear is HnL",1,1
"1660",2007,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1661",2007,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1662",2007,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"1663",2007,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"1664",2007,"August","AN",20,"cm","Unknown","Gear is HnL",0,1
"1665",2007,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"1666",2007,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"1667",2007,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"1668",2007,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"1669",2007,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"1670",2007,"August","AN",37,"cm","Unknown","Gear is HnL",0,1
"1671",2007,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1672",2007,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1673",2007,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"1674",2007,"August","AN",25,"cm","Unknown","Gear is HnL",0,1
"1675",2007,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1676",2007,"August","AN",13,"cm","Unknown","Gear is HnL",0,1
"1677",2007,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"1678",2007,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1679",2007,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1680",2007,"August","AN",23,"cm","Unknown","Gear is HnL",0,1
"1681",2007,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1682",2007,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1683",2007,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"1684",2007,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"1685",2007,"August","AN",26,"cm","Unknown","Gear is HnL",0,1
"1686",2007,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1687",2007,"August","AN",23,"cm","Unknown","Gear is HnL",0,1
"1688",2007,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1689",2007,"August","AN",22,"cm","Unknown","Gear is HnL",0,1
"1690",2007,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"1691",2007,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1692",2007,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"1693",2007,"August","AN",36,"cm","Unknown","Gear is HnL",0,1
"1694",2007,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1695",2007,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"1696",2007,"August","AN",26,"cm","Unknown","Gear is HnL",0,1
"1697",2007,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"1698",2007,"August","AN",22,"cm","Unknown","Gear is HnL",0,1
"1699",2007,"August","AN",24,"cm","Unknown","Gear is HnL",0,1
"1700",2007,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1701",2007,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"1702",2007,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1703",2008,"August","AN",34,"cm","Unknown","Gear is HnL",0,1
"1704",2008,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1705",2008,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1706",2008,"August","AN",32,"cm","Unknown","Gear is HnL",0,1
"1707",2008,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"1708",2008,"August","AN",38,"cm","Unknown","Gear is HnL",0,1
"1709",2008,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1710",2008,"August","AN",26,"cm","Unknown","Gear is HnL",0,1
"1711",2008,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1712",2008,"August","AN",35,"cm","Unknown","Gear is HnL",0,1
"1713",2008,"August","AN",28,"cm","Unknown","Gear is HnL",0,1
"1714",2008,"August","AN",27,"cm","Unknown","Gear is HnL",0,1
"1715",2008,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1716",2008,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"1717",2008,"August","AN",28,"cm","Unknown","Gear is HnL",0,1
"1718",2008,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1719",2008,"August","AN",29,"cm","Unknown","Gear is HnL",0,1
"1720",2008,"August","AN",33,"cm","Unknown","Gear is HnL",0,1
"1721",2008,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"1722",2008,"August","AN",31,"cm","Unknown","Gear is HnL",0,1
"1723",2008,"August","AN",30,"cm","Unknown","Gear is HnL",0,1
"1724",2008,"September","AN",35,"cm","Unknown","Gear is HnL",0,1
"1725",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1726",2008,"September","AN",37,"cm","Unknown","Gear is HnL",0,1
"1727",2008,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1728",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1729",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1730",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1731",2008,"September","AN",38,"cm","Unknown","Gear is HnL",0,1
"1732",2008,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"1733",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1734",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1735",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1736",2008,"September","AN",36,"cm","Unknown","Gear is HnL",0,1
"1737",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1738",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1739",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1740",2008,"September","AN",32,"cm","Unknown","Gear is HnL",0,1
"1741",2008,"September","AN",37,"cm","Unknown","Gear is HnL",0,1
"1742",2008,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1743",2008,"September","AN",34,"cm","Unknown","Gear is HnL",0,1
"1744",2008,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1745",2008,"September","AN",34,"cm","Unknown","Gear is HnL",0,1
"1746",2008,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1747",2008,"September","AN",31,"cm","Unknown","Gear is HnL",0,1
"1748",2008,"September","AN",30,"cm","Unknown","Gear is HnL",0,1
"1749",2008,"September","AN",34,"cm","Unknown","Gear is HnL",0,1
"1750",2008,"September","AN",38,"cm","Unknown","Gear is HnL",0,1
"1751",2010,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1752",2010,"September","AN",21,"cm","Unknown","Gear is HnL",0,1
"1753",2010,"September","AN",21,"cm","Unknown","Gear is HnL",0,1
"1754",2010,"September","AN",21,"cm","Unknown","Gear is HnL",0,1
"1755",2010,"September","AN",22,"cm","Unknown","Gear is HnL",0,1
"1756",2010,"September","AN",20,"cm","Unknown","Gear is HnL",0,1
"1757",2010,"September","AN",28,"cm","Unknown","Gear is HnL",0,1
"1758",2010,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
"1759",2010,"September","AN",24,"cm","Unknown","Gear is HnL",0,1
"1760",2010,"September","AN",29,"cm","Unknown","Gear is HnL",0,1
